taxonomy	UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Alcanivorax pacificus	0	0	1	1	0	3	171	212	22	23	0	0	20	5	24	21	0	1	0	0	46	32	33	34	1	0	20	12	10	7	0	0	0	0	1	0	1	2	0	0
Kangiella koreensis	0	0	2	4	0	1	5	4	2	0	2	0	3	5	20	11	1	0	0	0	9	6	20	16	0	0	6	7	2	2	2	1	1	2	0	2	1	0	0	0
Hahella chejuensis	0	0	3	3	0	1	76	65	14	5	2	1	4	1	23	11	0	0	0	0	25	25	23	31	0	2	4	7	5	9	0	0	1	0	2	1	0	0	0	2
Endozoicomonas montiporae	0	0	4	3	7	2	451	494	7	11	4	0	2	0	5	13	0	4	6	1	21	12	4	13	2	2	1	3	5	6	1	0	6	2	6	2	0	1	0	1
Cellvibrio japonicus	0	0	3	2	25	23	164	129	1	6	0	1	7	11	12	11	1	2	0	0	11	12	17	11	0	0	10	14	1	4	1	0	0	0	1	2	0	1	0	0
Cellvibrio sp. PSBB023	0	0	3	0	5	4	132	107	7	1	0	0	11	1	9	9	0	1	0	1	11	27	13	8	0	1	2	13	1	11	0	2	2	0	2	0	0	0	0	1
Microbulbifer sp. A4B17	0	0	5	7	5	4	42	53	3	3	0	1	20	24	0	4	0	2	0	3	8	6	6	7	0	1	2	0	0	0	1	1	2	0	3	1	0	1	1	0
Gammaproteobacteria bacterium ESL0073	0	0	3	1	15	12	11	16	12	14	0	2	1	0	0	0	1	1	1	0	7	3	5	2	1	0	0	4	0	0	2	2	2	3	1	1	0	0	0	0
endosymbiont of Euscepes postfasciatus	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
Methylomonas denitrificans	0	0	1	1	21	28	33	33	1	1	0	1	8	6	12	14	0	0	2	3	29	11	22	28	0	2	15	4	4	4	0	1	0	1	0	2	0	1	0	3
Methylomicrobium alcaliphilum	0	0	3	1	24	20	71	76	1	3	0	1	54	20	30	13	0	0	1	0	17	30	21	32	0	0	6	10	11	6	0	0	3	1	2	2	1	0	1	0
Solimonas sp. K1W22B-7	0	0	11	5	10	4	81	49	12	12	0	0	4	9	58	48	0	0	0	0	106	88	77	99	0	2	34	44	19	32	1	0	0	0	0	3	0	0	1	0
Steroidobacter denitrificans	0	0	3	3	1	1	69	63	4	5	0	0	1	4	19	30	0	0	0	0	60	54	46	47	0	2	14	29	8	10	0	0	0	0	0	0	0	0	0	0
Sulfuricaulis limicola	0	0	3	1	4	2	26	28	1	1	0	0	0	0	67	90	0	1	0	0	134	93	81	91	0	0	50	35	27	21	0	0	1	1	0	0	0	0	0	0
Salinisphaera sp. LB1	0	0	8	5	59	47	109	85	0	6	0	1	1	2	24	25	0	1	0	3	51	28	45	31	0	1	12	11	6	14	0	0	0	0	1	0	0	1	0	1
Immundisolibacter cernigliae	0	0	4	6	0	3	79	81	0	0	0	0	15	19	41	43	0	0	0	0	70	83	62	80	2	1	31	28	31	26	0	1	0	0	0	1	0	1	0	0
Burkholderia seminalis	0	0	3	1	27	23	28	24	0	1	0	0	9	3	17	20	0	0	1	0	45	39	57	52	0	0	28	16	24	17	0	0	0	1	0	0	1	0	0	0
Burkholderia metallica	0	0	2	1	0	0	10	16	3	2	0	0	0	1	17	12	0	0	2	0	15	23	15	22	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
Burkholderia sp. NRF60-BP8	0	0	1	1	0	0	193	177	4	1	0	0	0	0	13	18	0	0	0	0	30	39	24	37	0	0	8	12	3	0	0	0	0	0	0	1	0	0	0	0
Burkholderia vietnamiensis	0	0	1	5	3	4	20	13	0	5	1	0	0	1	15	20	0	1	1	1	42	34	75	35	0	0	26	18	7	10	0	0	0	0	1	0	0	0	2	0
Burkholderia sp. CCGE1001	0	0	2	4	0	0	52	38	0	0	0	1	0	0	13	25	0	0	0	2	19	15	14	14	1	0	11	5	15	8	1	0	0	1	0	0	0	2	0	1
Burkholderia sp. RPE67	0	0	2	2	1	1	23	18	0	1	1	3	1	0	31	43	0	1	0	0	58	68	53	82	0	0	30	35	14	27	0	0	0	0	0	0	0	0	1	0
Burkholderia insecticola	0	0	1	0	5	3	76	49	7	3	0	0	3	2	83	68	0	2	0	0	142	76	83	89	0	3	51	39	24	22	0	0	2	2	1	1	0	0	0	0
Polynucleobacter wuianus	0	0	3	0	0	2	18	14	0	0	0	1	11	9	0	0	0	3	0	0	4	0	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
Cupriavidus pinatubonensis	0	0	4	3	4	8	59	56	5	2	0	0	17	6	127	128	1	0	1	3	146	158	138	133	0	1	56	59	30	36	1	1	2	1	1	0	0	0	0	1
Cupriavidus sp. USMAA2-4	0	0	3	0	0	0	2	4	1	0	0	0	0	0	5	3	0	1	2	0	11	9	8	12	2	4	8	5	2	5	0	1	1	0	0	1	0	0	0	0
Cupriavidus sp. USMAA1020	0	0	1	0	0	0	2	4	0	0	0	0	0	1	9	10	0	0	0	0	18	17	18	16	0	0	7	4	8	3	0	0	0	1	4	0	0	0	0	0
Paraburkholderia graminis	0	0	3	0	0	0	13	13	0	0	0	0	0	0	12	6	0	0	0	6	18	14	6	26	0	0	9	7	3	8	1	0	0	0	1	0	0	0	0	0
Paraburkholderia terricola	0	0	1	1	1	3	74	68	3	0	0	0	4	4	48	57	0	0	0	1	62	66	40	55	0	0	24	24	23	13	1	0	0	0	1	5	0	1	0	0
Paraburkholderia sp. DCR13	0	0	1	2	0	1	5	5	3	0	1	0	2	0	20	31	1	0	0	1	56	29	26	41	0	1	20	12	9	11	0	0	6	0	0	0	0	0	0	0
Pandoraea apista	0	0	3	6	23	7	300	253	4	2	0	1	32	32	57	40	0	0	0	0	74	70	69	58	1	0	21	27	19	6	1	1	0	1	2	1	0	0	0	0
Janthinobacterium sp. 1_2014MBL_MicDiv	0	0	7	3	6	1	35	41	6	4	4	5	8	12	86	84	1	0	1	1	151	176	87	68	0	4	81	64	76	46	3	1	3	1	3	2	1	3	1	2
Oxalobacter formigenes	0	0	4	1	3	1	17	13	4	4	2	1	0	0	32	43	0	0	0	1	48	42	37	39	0	0	24	26	15	11	1	0	0	1	0	0	0	1	0	1
Variovorax boronicumulans	0	0	4	4	2	5	200	193	12	3	0	1	8	4	129	126	1	1	0	1	166	171	194	202	0	1	66	66	41	28	2	0	1	2	0	0	1	1	1	0
Acidovorax sp. T1	0	0	6	2	0	1	31	43	6	6	0	0	2	3	64	84	1	1	1	1	163	122	91	105	0	1	66	48	43	24	0	0	1	2	1	4	0	1	1	0
Acidovorax cattleyae	0	0	2	2	0	0	1	5	0	1	0	0	0	1	19	24	1	0	2	1	62	70	46	51	0	0	15	22	11	13	0	0	0	1	0	1	0	2	2	0
Acidovorax sp. JS42	0	0	1	3	3	1	15	26	2	0	0	0	1	3	53	65	0	1	0	0	137	154	59	87	1	0	41	44	29	28	0	1	0	0	0	1	0	0	0	0
Acidovorax ebreus	0	0	1	1	3	1	0	7	1	0	0	0	0	0	31	36	0	0	0	0	57	64	46	39	0	0	24	21	6	3	0	0	0	0	1	0	0	0	0	0
Hydrogenophaga sp. PBC	0	0	4	1	12	5	129	105	9	15	0	2	9	7	137	183	0	0	1	0	230	273	204	211	0	2	95	84	70	46	0	0	0	3	0	2	0	1	0	1
Comamonas thiooxydans	0	0	2	3	0	2	2	3	3	6	0	0	2	1	14	18	0	0	0	0	54	49	42	30	0	0	7	7	6	9	0	1	0	0	0	1	0	0	0	0
Verminephrobacter eiseniae	0	0	4	7	4	14	155	126	1	11	0	0	4	5	96	128	1	0	2	1	175	179	139	161	1	0	71	71	54	44	2	0	0	0	2	1	1	0	1	0
Serpentinomonas raichei	0	0	1	2	20	26	6	6	0	0	0	0	0	2	199	143	0	0	0	0	244	247	159	174	2	1	104	90	56	60	2	0	2	1	1	0	0	0	0	0
Bordetella sp. HZ20	0	0	17	10	7	3	139	116	0	2	0	0	9	14	32	21	1	0	1	0	22	27	19	20	0	0	15	7	5	7	0	1	0	0	0	2	0	1	0	0
Bordetella holmesii	0	0	3	2	2	0	104	84	2	6	0	1	1	1	54	29	0	0	0	0	58	42	41	39	0	0	10	20	18	11	0	0	1	0	1	0	0	1	0	0
Bordetella genomosp. 6	0	0	1	0	0	0	5	4	0	0	0	0	4	4	6	16	0	1	0	0	18	31	22	22	0	0	14	6	6	1	0	0	0	0	0	0	0	0	0	0
Paenalcaligenes hominis	0	0	1	2	8	8	11	11	1	0	0	0	0	0	10	5	0	1	1	0	12	10	12	5	0	0	3	3	2	1	0	0	1	1	0	1	0	0	0	0
Leptothrix cholodnii	0	0	2	2	4	7	27	32	5	7	3	2	11	6	300	334	1	1	0	2	442	408	360	371	0	0	144	163	64	83	4	0	2	2	0	1	0	0	0	0
Sutterella megalosphaeroides	0	0	2	7	0	4	91	84	9	3	0	0	5	3	52	43	0	0	0	1	64	70	51	52	0	0	36	18	12	9	0	0	0	0	0	0	0	0	0	0
Neisseria polysaccharea	0	0	5	5	3	3	38	33	0	0	0	1	2	2	2	0	2	0	0	0	0	0	14	8	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Iodobacter sp. H11R3	0	0	3	0	0	0	133	142	1	1	0	0	6	1	9	14	0	1	1	1	17	23	11	8	2	0	9	5	7	4	0	0	0	0	1	2	1	0	0	0
Microvirgula aerodenitrificans	0	0	4	0	6	7	94	77	2	2	0	1	4	7	50	54	0	0	1	0	87	68	103	78	1	0	31	12	23	34	1	1	0	0	2	1	0	0	3	0
Aquaspirillum sp. LM1	0	0	3	4	33	38	94	85	3	5	1	1	1	2	63	51	0	0	1	0	83	95	102	74	0	0	36	38	24	35	0	0	0	0	0	1	1	3	1	0
Laribacter hongkongensis	0	0	3	2	13	14	216	201	3	2	0	0	29	28	42	49	0	0	0	1	90	58	72	97	0	0	44	45	29	15	1	1	0	2	0	1	0	0	0	0
Sulfuriferula sp. AH1	0	0	12	18	0	2	13	14	1	3	0	0	0	0	23	15	0	0	0	0	28	32	30	29	0	0	22	11	4	4	2	1	0	0	0	1	0	0	0	0
Gallionella capsiferriformans	0	0	1	2	3	2	66	56	1	1	0	1	6	10	75	62	0	0	0	1	120	104	113	114	0	0	77	53	34	31	1	0	1	0	0	1	0	0	0	0
Nitrosomonas communis	0	0	4	1	0	0	57	57	2	2	0	0	0	3	45	31	0	1	0	1	52	50	39	40	1	1	16	18	10	8	0	1	0	0	1	1	0	1	1	0
Sulfuritalea hydrogenivorans	0	0	5	1	1	2	215	216	4	3	0	0	3	3	96	104	0	0	1	1	195	158	138	160	0	0	93	70	41	48	3	0	0	4	2	1	0	0	1	0
Methylotenera mobilis	0	0	1	0	8	11	18	21	1	11	0	0	16	13	15	15	1	2	2	0	16	23	16	19	0	0	7	8	5	8	0	0	0	1	0	2	0	0	0	3
Azoarcus sp. KH32C	0	0	2	0	0	1	90	60	3	0	1	0	11	6	271	293	1	0	0	0	380	388	337	270	0	0	173	121	124	76	0	0	1	1	1	1	1	0	1	0
Rhodocyclaceae bacterium	0	0	1	0	0	0	0	0	0	0	0	0	2	2	365	384	0	0	0	4	450	359	385	385	0	0	211	240	159	134	0	0	0	2	0	0	0	0	0	0
Aromatoleum aromaticum	0	0	1	0	23	30	70	52	4	2	0	0	1	1	247	245	0	1	0	1	353	405	324	336	0	1	171	200	104	80	0	2	2	0	2	1	0	0	0	0
beta proteobacterium CB	0	0	7	5	0	0	54	61	0	0	0	1	10	5	3	10	1	0	0	0	13	13	16	13	0	0	4	9	12	10	0	0	0	2	1	0	0	0	0	0
Candidatus Kinetoplastibacterium crithidii	0	0	2	2	17	28	9	12	6	4	0	1	5	1	6	5	2	0	3	0	3	7	9	4	0	2	7	4	0	2	0	1	1	0	1	1	1	1	0	1
Candidatus Nasuia deltocephalinicola	0	0	1	2	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	2	0	0	0	0	0	0	3	1	0	0	0	1
Sulfurospirillum sp. JPD-1	0	0	6	2	1	0	102	96	1	1	0	0	24	14	1	6	1	1	1	0	5	14	10	5	0	0	4	2	3	0	0	0	0	1	1	0	1	1	0	2
Sulfurospirillum halorespirans	0	0	2	1	1	1	54	76	0	0	1	1	10	4	0	0	0	1	1	0	9	4	4	2	1	1	4	2	0	2	1	0	0	0	0	2	0	0	1	0
Helicobacter felis	0	0	3	0	0	0	51	49	0	0	1	1	12	8	2	0	0	0	0	0	8	11	5	0	0	1	4	13	2	4	1	1	1	0	2	0	1	0	0	0
Helicobacter acinonychis	0	0	1	1	1	2	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1
Desulfococcus oleovorans	0	0	3	1	8	1	134	93	5	7	0	0	7	6	22	29	0	1	0	0	30	38	38	35	1	0	12	9	3	6	0	0	1	1	1	1	0	0	1	0
Geobacter lovleyi	0	0	3	3	31	19	38	43	0	1	0	0	11	27	53	32	0	3	0	0	83	56	53	32	1	0	29	26	16	20	0	1	0	0	0	1	0	0	0	2
Geobacter daltonii	0	0	3	8	17	10	149	161	13	8	1	1	24	27	14	32	1	0	0	0	27	42	35	34	1	1	13	14	11	3	0	1	0	1	1	0	0	0	1	0
Geobacter bemidjiensis	0	0	2	0	5	8	63	71	3	1	0	1	3	2	39	36	0	1	0	1	42	46	30	40	0	0	36	22	10	11	0	0	0	0	0	1	0	0	0	0
Pelobacter propionicus	0	0	5	3	10	1	75	69	4	3	0	1	5	0	28	12	1	1	0	0	38	25	29	14	0	0	10	17	7	16	0	2	0	0	0	1	0	0	0	0
Pelobacter acetylenicus	0	0	1	3	1	4	90	85	8	6	0	0	6	14	28	20	0	0	0	0	14	23	18	24	0	0	5	5	14	0	0	0	0	0	2	0	0	0	0	0
Desulfuromonas sp. DDH964	0	0	1	5	1	1	46	52	19	21	5	0	10	5	93	77	1	0	0	1	124	113	79	97	1	0	43	29	35	30	1	0	0	0	1	0	0	0	1	0
Syntrophus aciditrophicus	0	0	2	2	2	2	107	99	0	0	0	0	4	9	7	7	0	0	1	0	25	25	15	6	0	0	12	10	4	0	1	1	0	1	0	1	0	0	0	0
Desulfarculus baarsii	0	0	1	1	12	5	28	24	16	15	0	0	16	9	54	37	0	2	1	0	85	69	64	57	0	0	26	21	32	20	0	0	0	1	0	0	1	1	0	0
Gluconobacter albidus	0	0	2	0	1	3	26	23	1	0	0	0	9	8	15	12	0	0	2	0	21	19	13	12	0	0	15	9	11	6	0	0	0	1	0	0	0	1	2	1
Neoasaia chiangmaiensis	0	0	1	1	2	4	233	207	11	14	0	0	1	6	9	10	0	0	0	0	10	12	18	34	1	0	5	9	2	5	1	0	0	0	0	0	0	0	1	1
Parasaccharibacter apium	0	0	1	8	2	1	101	113	0	6	0	0	9	10	5	10	0	1	0	0	19	8	21	25	0	0	9	10	0	7	0	1	0	0	0	0	0	0	1	1
Azospirillum sp. CFH 70021	0	0	6	10	30	28	96	94	6	4	0	0	10	4	86	49	2	1	1	0	100	91	124	136	1	0	54	30	22	27	2	0	1	1	2	2	0	1	0	3
Rhodospirillum centenum	0	0	5	3	17	17	179	174	5	3	0	0	7	4	59	55	1	0	1	1	94	89	135	110	0	0	26	36	47	20	0	0	0	0	0	0	0	1	1	1
Niveispirillum cyanobacteriorum	0	0	1	3	3	4	25	19	4	1	0	0	10	3	40	44	0	0	1	0	65	61	55	51	1	4	17	30	14	17	2	0	2	1	1	1	0	0	0	2
Bradyrhizobium sp. ORS 285	0	0	6	2	10	8	262	235	2	2	0	1	8	8	191	178	0	0	0	1	225	289	219	227	0	0	109	72	76	60	1	0	1	2	0	1	1	1	0	0
Bradyrhizobium sp. CCGE-LA001	0	0	2	0	4	3	39	39	1	1	1	0	7	8	309	250	0	0	0	0	348	348	322	308	0	0	108	85	58	63	6	1	1	4	0	0	0	0	1	0
Nitrobacter winogradskyi	0	0	46	54	5	0	69	72	0	1	1	0	18	12	43	35	0	0	0	0	68	88	60	64	1	0	31	27	20	28	0	0	1	0	0	2	0	1	0	0
Rhizobium gallicum	0	0	4	2	39	38	119	101	2	5	0	0	12	12	36	37	0	0	0	0	62	36	44	31	0	0	13	15	10	13	0	0	1	0	0	0	0	0	0	1
Rhizobium favelukesii	0	0	1	2	0	0	73	53	11	10	0	0	9	6	18	21	0	0	0	1	31	47	36	56	0	0	15	9	9	1	1	0	0	1	0	1	0	0	0	0
Rhizobium sp. IRBG74	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	4	0	5	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. NT-26	0	0	1	3	0	3	67	66	6	5	0	0	3	16	31	28	0	0	0	1	68	41	46	30	0	0	18	7	13	9	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. Kim5	0	0	1	2	0	0	2	0	0	1	1	0	0	0	15	8	0	0	1	1	15	13	12	15	2	1	2	6	2	1	0	1	2	2	0	0	0	0	0	0
Sinorhizobium americanum	0	0	5	5	2	4	65	59	2	1	0	0	0	2	39	51	1	1	1	0	67	68	60	91	0	1	39	28	15	12	1	1	0	0	1	4	0	0	1	0
Sinorhizobium sp. CCBAU 05631	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	6	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
Mesorhizobium australicum	0	0	4	5	12	10	474	459	6	9	0	0	0	0	21	17	0	0	0	0	28	38	30	58	0	0	19	15	8	17	0	0	0	0	0	0	0	1	0	1
Mesorhizobium opportunistum	0	0	4	1	12	24	44	58	1	2	0	0	23	21	17	30	0	0	0	0	46	33	38	33	0	1	22	8	6	10	0	2	0	0	0	1	0	2	0	0
Mesorhizobium oceanicum	0	0	3	2	11	8	354	284	9	4	0	0	19	20	102	76	0	0	0	0	108	124	129	129	0	0	32	42	19	29	0	0	0	2	0	0	0	0	0	0
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	0	0	2	7	5	1	3	2	0	0	0	0	0	0	5	6	0	0	0	0	6	14	5	10	0	0	2	7	6	4	0	0	0	0	0	0	0	0	0	0
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	0	0	2	1	2	2	70	78	3	4	0	0	4	1	16	15	0	0	0	0	40	35	19	25	0	0	12	8	5	7	1	0	0	1	1	1	1	0	0	0
Chelativorans sp. BNC1	0	0	4	4	17	18	380	389	1	13	0	0	10	6	35	37	0	0	0	2	47	40	55	36	0	0	14	25	11	5	0	0	0	0	0	2	0	0	0	0
Methylobacterium brachiatum	0	0	9	4	2	7	137	119	12	9	1	0	1	6	212	259	0	1	1	0	426	382	574	523	2	2	145	176	105	96	1	0	0	6	0	3	1	0	0	0
Methylobacterium radiotolerans	0	0	2	5	0	2	1	2	1	0	0	0	0	0	106	97	0	0	0	0	194	146	170	138	0	0	51	57	33	47	0	0	0	0	0	1	0	0	0	0
Devosia sp. A16	0	0	2	2	3	1	119	117	6	9	0	0	10	12	71	65	1	0	0	0	93	101	79	85	0	0	34	38	26	23	0	0	1	0	2	1	0	1	0	0
Pelagibacterium halotolerans	0	0	5	4	5	1	102	91	0	2	0	0	3	0	52	47	0	0	2	2	47	36	37	57	1	0	21	33	11	8	1	0	0	0	0	0	0	0	0	0
Pseudolabrys sp. FHR47	0	0	4	0	0	7	228	168	11	3	0	0	2	2	55	55	0	0	2	0	87	85	43	64	1	0	22	26	13	20	0	1	0	0	1	1	0	0	0	0
Methylocystis bryophila	0	0	5	2	6	2	179	146	7	4	0	0	1	3	45	38	0	0	2	0	43	59	51	33	1	1	27	19	25	11	0	0	0	0	2	2	0	0	0	0
Methylocella silvestris	0	0	8	0	3	1	131	85	11	3	0	0	2	1	17	30	0	2	0	0	34	40	46	61	0	1	24	22	12	17	0	0	0	0	0	1	0	0	0	0
Methylocella tundrae	0	0	4	5	3	1	114	124	4	4	0	0	11	6	32	37	1	0	1	1	54	51	35	44	0	0	27	15	17	8	1	1	0	1	1	1	0	0	0	0
Methylovirgula ligni	0	0	1	1	2	4	236	255	5	3	0	0	6	4	19	26	0	0	0	0	35	29	31	26	0	0	9	12	2	4	0	0	0	0	0	0	0	0	0	0
Rhodobiaceae bacterium	0	0	2	1	29	23	4	1	0	0	0	1	1	1	5	11	0	0	0	1	7	13	7	5	0	0	4	5	1	3	0	0	0	0	0	0	1	1	0	0
Hartmannibacter diazotrophicus	0	0	4	0	4	2	54	51	3	5	0	0	0	3	37	40	0	0	0	0	77	93	96	116	0	0	22	33	21	22	0	0	0	0	0	1	0	0	0	0
Methyloceanibacter sp. wino2	0	0	1	1	3	4	44	46	3	6	0	0	1	0	24	19	0	0	0	0	15	28	22	32	0	0	12	6	0	8	0	0	0	1	0	0	0	0	0	0
Ochrobactrum pseudogrignonense	0	0	1	4	0	1	19	22	0	0	0	0	2	1	8	10	0	0	0	0	13	13	13	11	0	1	6	7	4	6	0	0	0	0	0	1	0	0	0	0
Sphingomonas indica	0	0	5	1	2	3	78	86	1	5	0	0	2	3	24	40	0	1	0	0	65	82	182	167	1	2	46	35	20	12	0	0	0	0	1	1	0	0	0	0
Sphingomonas sp. JJ-A5	0	0	1	1	12	14	58	55	7	1	0	0	0	2	47	56	0	2	0	1	72	67	91	75	0	0	31	11	25	21	0	0	0	1	0	1	1	0	0	1
Sphingobium sp. EP60837	0	0	5	0	1	4	1	1	0	1	0	0	1	0	34	46	0	0	0	0	56	50	71	62	1	0	19	17	11	19	1	0	0	0	0	1	0	0	0	0
Sphingopyxis sp. FD7	0	0	3	5	0	2	3	3	0	0	0	0	7	1	206	169	0	2	0	0	210	178	166	184	0	0	55	59	38	39	0	0	0	0	0	2	1	0	0	0
Sphingopyxis alaskensis	0	0	2	5	7	5	6	19	2	3	0	0	0	0	202	199	0	0	0	1	245	180	210	219	0	0	68	89	60	44	1	1	0	0	0	0	0	0	0	0
Novosphingobium sp. ABRDHK2	0	0	1	2	0	1	195	208	0	1	0	0	4	0	110	131	4	0	1	7	140	186	136	179	0	0	63	57	48	41	0	3	2	0	2	1	1	0	2	0
Rhizorhabdus dicambivorans	0	0	3	1	2	2	38	18	0	5	0	2	1	2	87	72	0	0	0	0	144	124	156	133	0	0	42	39	25	11	0	0	0	0	0	0	0	0	1	0
Altererythrobacter epoxidivorans	0	0	9	5	2	2	37	27	1	2	0	0	0	1	14	15	0	1	0	1	38	43	22	27	0	0	22	15	8	6	0	0	0	0	0	1	0	0	0	0
Altererythrobacter dongtanensis	0	0	2	8	0	4	2	2	0	4	0	0	1	0	24	41	1	1	1	1	58	89	74	54	0	0	28	12	9	14	0	0	0	0	0	0	0	0	0	0
Erythrobacter litoralis	0	0	6	3	6	4	211	201	20	15	1	0	19	11	64	82	0	0	1	1	128	116	113	113	0	1	41	49	28	28	1	0	0	0	0	2	0	1	1	0
Erythrobacter sp. YH-07	0	0	6	6	0	0	81	70	0	2	0	0	2	10	12	12	0	1	0	1	35	45	45	34	1	0	14	9	10	3	0	0	2	1	1	1	0	0	0	0
Erythrobacter gangjinensis	0	0	1	0	0	0	7	19	16	10	0	0	7	8	39	33	0	0	0	0	48	39	45	41	1	1	8	9	20	6	0	0	1	0	0	0	0	0	0	0
Erythrobacter atlanticus	0	0	1	0	1	0	13	20	0	0	0	0	18	2	15	21	0	0	0	0	31	28	24	14	0	0	14	16	4	4	0	0	0	0	0	0	0	0	0	1
Erythrobacter sp. HL-111	0	0	1	1	0	1	7	9	0	2	0	0	3	0	28	47	0	0	1	0	93	70	94	68	0	0	35	14	10	12	2	0	0	0	1	1	0	0	0	0
Croceicoccus naphthovorans	0	0	3	1	11	10	205	202	0	0	0	0	28	18	22	27	0	0	0	0	61	42	53	51	0	1	26	23	8	9	0	0	0	1	0	0	0	0	0	0
Paracoccus sp. CBA4604	0	0	1	2	0	0	243	219	5	2	1	1	0	6	41	47	0	0	0	0	77	75	140	157	0	0	44	40	8	16	0	0	0	0	0	0	1	0	1	1
Sulfitobacter sp. SK025	0	0	4	3	1	1	54	47	1	0	0	0	2	2	23	26	0	2	0	1	38	42	24	37	0	0	15	4	2	10	0	0	0	2	2	1	0	0	0	0
Celeribacter manganoxidans	0	0	4	4	2	1	65	68	1	3	0	0	14	5	17	19	0	0	1	1	20	15	30	40	0	0	5	1	7	1	0	0	1	0	1	0	1	0	0	0
Celeribacter ethanolicus	0	0	2	1	5	8	113	88	6	0	0	0	8	2	38	23	0	0	1	0	44	50	38	48	0	0	30	17	6	11	1	1	0	0	0	1	0	0	0	0
Ruegeria pomeroyi	0	0	4	3	1	2	91	103	5	3	0	0	3	1	16	15	0	0	0	0	34	29	53	43	1	1	12	18	3	16	0	1	0	0	1	0	0	0	0	0
Ruegeria sp. AD91A	0	0	2	0	8	3	91	85	3	0	0	0	16	12	5	7	0	0	0	0	9	11	14	23	0	0	5	1	5	2	1	0	0	0	1	0	0	0	0	1
Labrenzia sp. CP4	0	0	6	3	1	3	57	47	0	1	0	0	0	4	4	17	0	0	0	0	19	15	9	7	0	0	13	13	8	8	0	0	0	0	0	0	0	0	0	0
Labrenzia aggregata	0	0	1	0	0	6	5	7	0	0	0	0	0	0	13	7	0	0	0	0	25	25	19	26	0	1	4	0	7	11	2	0	0	0	1	1	0	0	0	1
Roseibacterium elongatum	0	0	5	2	3	3	128	122	1	0	0	0	0	0	30	41	0	0	0	0	47	37	52	56	0	1	21	30	8	11	1	0	0	0	0	2	0	2	0	0
Phaeobacter sp. LSS9	0	0	1	0	4	0	31	34	2	1	1	0	0	0	2	2	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Confluentimicrobium sp. EMB200-NS6	0	0	4	3	12	2	54	37	0	0	0	0	0	0	25	25	0	0	0	1	41	33	49	48	0	0	34	15	6	3	1	0	0	1	0	2	0	0	0	1
Tabrizicola sp. K13M18	0	0	4	1	21	32	37	21	0	0	1	0	0	5	31	36	0	0	0	0	97	77	111	83	1	0	22	18	12	11	1	1	0	0	0	0	0	0	0	0
Marivivens sp. JLT3646	0	0	4	2	0	0	2	1	4	1	0	0	7	7	2	7	0	0	1	0	5	3	7	8	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
Yoonia vestfoldensis	0	0	3	1	10	7	15	5	0	0	1	1	1	1	26	16	0	1	0	0	34	23	43	35	0	0	2	12	0	6	0	0	0	2	1	0	0	0	0	0
